LinJ.01,LINF_010005000,LinJ.01:1520:5066:-,LINF_01T0005000,LinJ.01:1520:5066:-,LINF_010005000,NO,LinJ.01:3710:4711:-,Protein of unknown function (DUF2946)
LinJ.01,LINF_010005100,LinJ.01:5067:7570:-,LINF_01T0005100,LinJ.01:5067:7570:-,LINF_010005100,NO,LinJ.01:5804:7438:-,Endonuclease/Exonuclease/phosphatase family
LinJ.01,LINF_010005200,LinJ.01:8150:11640:-,LINF_01T0005200,LinJ.01:8150:11640:-,LINF_010005200,NO,LinJ.01:9038:11059:-,Kinesin-13
LinJ.01,LINF_010005300,LinJ.01:11906:12886:-,LINF_01T0005300,LinJ.01:11906:12886:-,LINF_010005300,NO,LinJ.01:12041:12601:-,hypothetical protein - conserved
LinJ.01,LINF_010005400,LinJ.01:13649:17111:-,LINF_01T0005400,LinJ.01:13649:17111:-,LINF_010005400,NO,LinJ.01:14957:16954:-,Propionyl-CoA carboxylase - α-subunit
LinJ.01,LINF_010005500,LinJ.01:17112:19088:-,LINF_01T0005500,LinJ.01:17112:19088:-,LINF_010005500,NO,LinJ.01:18110:18859:-,mitoribosomal protein mL85
LinJ.01,LINF_010005600,LinJ.01:19089:22020:-,LINF_01T0005600,LinJ.01:19089:22020:-,LINF_010005600,NO,LinJ.01:19950:21689:-,BSD- domain containing protein 
LinJ.01,LINF_010005700,LinJ.01:22336:23374:-,LINF_01T0005700,LinJ.01:22336:23374:-,LINF_010005700,NO,LinJ.01:22529:23242:-,hypothetical protein - conserved
LinJ.01,LINF_010005800,LinJ.01:23375:25667:-,LINF_01T0005800,LinJ.01:23375:25667:-,LINF_010005800,NO,LinJ.01:24799:25617:-,mitochondrial UMP-CMP kinase
LinJ.01,LINF_010005900,LinJ.01:25668:27696:-,LINF_01T0005900,LinJ.01:25668:27696:-,LINF_010005900,NO,LinJ.01:26313:27359:-,Fucosyltransferase|FUT2
LinJ.01,LINF_010006000,LinJ.01:27697:29249:-,LINF_01T0006000,LinJ.01:27697:29249:-,LINF_010006000,NO,LinJ.01:28369:28956:-,Monothiol glutaredoxin 
LinJ.01,LINF_010006100,LinJ.01:29250:32440:-,LINF_01T0006100,LinJ.01:29250:32440:-,LINF_010006100,NO,LinJ.01:30160:32133:-,hypothetical protein - conserved
