qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_208_LinJ.17,LinJ.17,100.0,990,1,990,689651,690640,0.0,1829.0,990,690898
Seq_208_LinJ.17,LinJ.17,99.49,980,1,980,980,1,0.0,1783.0,990,690898
Seq_208_LinJ.17,LinJ.21,99.899,990,1,990,762813,763802,0.0,1823.0,990,764861
Seq_208_LinJ.17,LinJ.28,98.658,745,1,745,1204287,1205031,0.0,1321.0,990,1205031
Seq_208_LinJ.17,LinJ.26,90.909,33,913,944,639070,639102,0.002,43.6,990,1055293
Seq_208_LinJ.17,LinJ.26,90.909,33,913,944,637418,637450,0.002,43.6,990,1055293
Seq_208_LinJ.17,LinJ.26,90.909,33,913,944,642374,642406,0.002,43.6,990,1055293
Seq_208_LinJ.17,LinJ.26,90.909,33,913,944,640722,640754,0.002,43.6,990,1055293
Seq_208_LinJ.17,LinJ.26,90.909,33,913,944,644026,644058,0.002,43.6,990,1055293
Seq_208_LinJ.17,LinJ.06,88.235,34,41,72,201208,201240,0.11,38.1,990,525234
Seq_208_LinJ.17,LinJ.35,100.0,19,913,931,166724,166742,0.4,36.2,990,2019672
Seq_208_LinJ.17,LinJ.31,95.455,22,702,723,580643,580622,0.4,36.2,990,1529246
Seq_208_LinJ.17,LinJ.12,95.652,23,869,891,514642,514621,0.4,36.2,990,593475
Seq_208_LinJ.17,LinJ.02,95.455,22,295,316,259500,259479,0.4,36.2,990,356299
Seq_208_LinJ.17,LinJ.13,95.455,22,167,188,578003,577982,0.4,36.2,990,659814
Seq_208_LinJ.17,LinJ.26,100.0,18,564,581,939737,939754,1.4,34.4,990,1055293
Seq_208_LinJ.17,LinJ.30,82.927,41,348,386,1253047,1253008,1.4,34.4,990,1353302
Seq_208_LinJ.17,LinJ.30,95.238,21,17,37,1145215,1145235,1.4,34.4,990,1353302
Seq_208_LinJ.17,LinJ.34,95.238,21,940,960,1009073,1009093,1.4,34.4,990,1852095
Seq_208_LinJ.17,LinJ.36,100.0,18,180,197,912666,912649,1.4,34.4,990,2743073
Seq_208_LinJ.17,LinJ.32,95.455,22,459,479,1367928,1367949,1.4,34.4,990,1544760
Seq_208_LinJ.17,LinJ.14,95.455,22,893,914,478935,478915,1.4,34.4,990,656132
Seq_208_LinJ.17,LinJ.05,92.0,25,912,935,266435,266458,1.4,34.4,990,467714
Seq_208_LinJ.17,LinJ.26,95.0,20,716,735,796894,796913,5.2,32.5,990,1055293
Seq_208_LinJ.17,LinJ.35,100.0,17,18,34,193569,193585,5.2,32.5,990,2019672
Seq_208_LinJ.17,LinJ.13,95.0,20,170,189,72163,72144,5.2,32.5,990,659814
Seq_208_LinJ.17,LinJ.31,95.0,20,17,36,1050429,1050448,5.2,32.5,990,1529246
Seq_208_LinJ.17,LinJ.13,95.0,20,361,380,8711,8730,5.2,32.5,990,659814
Seq_208_LinJ.17,LinJ.02,95.238,21,916,935,258889,258869,5.2,32.5,990,356299
Seq_208_LinJ.17,LinJ.36,100.0,17,707,723,737324,737340,5.2,32.5,990,2743073
Seq_208_LinJ.17,LinJ.28,100.0,17,173,189,963045,963061,5.2,32.5,990,1205031
Seq_208_LinJ.17,LinJ.28,95.0,20,248,267,644605,644624,5.2,32.5,990,1205031
Seq_208_LinJ.17,LinJ.30,86.207,29,17,45,909976,910004,5.2,32.5,990,1353302
Seq_208_LinJ.17,LinJ.34,100.0,17,79,95,860958,860942,5.2,32.5,990,1852095
Seq_208_LinJ.17,LinJ.14,95.0,20,896,915,53985,54004,5.2,32.5,990,656132
Seq_208_LinJ.17,LinJ.14,100.0,17,380,396,624550,624566,5.2,32.5,990,656132
Seq_208_LinJ.17,LinJ.05,91.667,24,913,935,260449,260472,5.2,32.5,990,467714
Seq_208_LinJ.17,LinJ.33,100.0,17,964,980,667052,667036,5.2,32.5,990,1532318
Seq_208_LinJ.17,LinJ.33,95.0,20,13,32,1330479,1330498,5.2,32.5,990,1532318
Seq_208_LinJ.17,LinJ.29,95.238,21,916,935,391603,391583,5.2,32.5,990,1272419
Seq_208_LinJ.17,LinJ.29,95.238,21,146,165,471765,471785,5.2,32.5,990,1272419
Seq_208_LinJ.17,LinJ.29,100.0,17,926,942,953932,953948,5.2,32.5,990,1272419
Seq_208_LinJ.17,LinJ.24,95.238,21,52,72,724254,724235,5.2,32.5,990,863815
Seq_208_LinJ.17,LinJ.22,100.0,17,14,30,588330,588346,5.2,32.5,990,782154
Seq_208_LinJ.17,LinJ.20,100.0,17,915,931,193461,193445,5.2,32.5,990,731244
Seq_208_LinJ.17,LinJ.20,88.889,27,840,866,226477,226502,5.2,32.5,990,731244
Seq_208_LinJ.17,LinJ.20,100.0,17,710,726,354484,354468,5.2,32.5,990,731244
Seq_208_LinJ.17,LinJ.19,100.0,17,170,186,327085,327101,5.2,32.5,990,706124
Seq_208_LinJ.17,LinJ.19,95.0,20,459,478,406970,406951,5.2,32.5,990,706124
Seq_208_LinJ.17,LinJ.18,100.0,17,213,229,653405,653421,5.2,32.5,990,720431
Seq_208_LinJ.17,LinJ.15,95.0,20,189,208,47111,47092,5.2,32.5,990,650324
Seq_208_LinJ.17,LinJ.10,88.889,27,916,940,267437,267463,5.2,32.5,990,588579
Seq_208_LinJ.17,LinJ.03,95.0,20,16,35,136841,136860,5.2,32.5,990,389657
Seq_208_LinJ.17,LinJ.03,100.0,17,16,32,280598,280582,5.2,32.5,990,389657
Seq_208_LinJ.17,LinJ.01,87.097,31,920,947,254285,254314,5.2,32.5,990,278267
