Seq_1834_LinJ.35,Seq_1835_LinJ.35,Seq_1836_LinJ.35,Seq_1837_LinJ.35,,,,,,,,,,,
Seq_1838_LinJ.35,Seq_1840_LinJ.35,,,,,,,,,,,,,
Seq_1839_LinJ.35,,,,,,,,,,,,,,
Seq_1841_LinJ.35,,,,,,,,,,,,,,
Seq_1842_LinJ.35,,,,,,,,,,,,,,
Seq_1844_LinJ.35,,,,,,,,,,,,,,
Seq_1845_LinJ.35,Seq_1847_LinJ.35,Seq_1850_LinJ.35,,,,,,,,,,,,
Seq_1846_LinJ.35,,,,,,,,,,,,,,
Seq_1848_LinJ.35,,,,,,,,,,,,,,
Seq_1849_LinJ.35,,,,,,,,,,,,,,
Seq_1851_LinJ.35,,,,,,,,,,,,,,
Seq_1852_LinJ.35,Seq_1853_LinJ.35,,,,,,,,,,,,,
Seq_1854_LinJ.35,Seq_1855_LinJ.35,Seq_1857_LinJ.35,Seq_1860_LinJ.35,,,,,,,,,,,
Seq_1856_LinJ.35,Seq_1868_LinJ.35,Seq_1876_LinJ.35,,,,,,,,,,,,
Seq_1858_LinJ.35,Seq_1859_LinJ.35,,,,,,,,,,,,,
Seq_1861_LinJ.35,Seq_1862_LinJ.35,,,,,,,,,,,,,
Seq_1863_LinJ.35,,,,,,,,,,,,,,
Seq_1864_LinJ.35,,,,,,,,,,,,,,
Seq_1843_LinJ.35,Seq_1865_LinJ.35,Seq_1892_LinJ.35,Seq_1893_LinJ.35,Seq_1898_LinJ.35,Seq_1901_LinJ.35,Seq_1905_LinJ.35,Seq_1908_LinJ.35,Seq_1909_LinJ.35,Seq_1910_LinJ.35,Seq_1911_LinJ.35,Seq_1912_LinJ.35,Seq_1938_LinJ.35,Seq_1943_LinJ.35,Seq_1944_LinJ.35
Seq_1866_LinJ.35,Seq_1867_LinJ.35,Seq_1869_LinJ.35,,,,,,,,,,,,
Seq_1870_LinJ.35,Seq_1873_LinJ.35,Seq_1875_LinJ.35,,,,,,,,,,,,
Seq_1871_LinJ.35,Seq_1872_LinJ.35,Seq_1874_LinJ.35,,,,,,,,,,,,
Seq_1877_LinJ.35,Seq_1878_LinJ.35,Seq_1879_LinJ.35,Seq_1880_LinJ.35,Seq_1881_LinJ.35,Seq_1882_LinJ.35,,,,,,,,,
Seq_1883_LinJ.35,,,,,,,,,,,,,,
Seq_1884_LinJ.35,Seq_1887_LinJ.35,,,,,,,,,,,,,
Seq_1885_LinJ.35,Seq_1886_LinJ.35,,,,,,,,,,,,,
Seq_1888_LinJ.35,,,,,,,,,,,,,,
Seq_1889_LinJ.35,,,,,,,,,,,,,,
Seq_1890_LinJ.35,,,,,,,,,,,,,,
Seq_1891_LinJ.35,Seq_1896_LinJ.35,,,,,,,,,,,,,
Seq_1894_LinJ.35,,,,,,,,,,,,,,
Seq_1895_LinJ.35,,,,,,,,,,,,,,
Seq_1897_LinJ.35,Seq_1899_LinJ.35,,,,,,,,,,,,,
Seq_1900_LinJ.35,,,,,,,,,,,,,,
Seq_1902_LinJ.35,,,,,,,,,,,,,,
Seq_1903_LinJ.35,Seq_1906_LinJ.35,,,,,,,,,,,,,
Seq_1904_LinJ.35,Seq_1907_LinJ.35,,,,,,,,,,,,,
Seq_1913_LinJ.35,,,,,,,,,,,,,,
Seq_1914_LinJ.35,,,,,,,,,,,,,,
Seq_1915_LinJ.35,Seq_1916_LinJ.35,Seq_1917_LinJ.35,,,,,,,,,,,,
Seq_1918_LinJ.35,Seq_1919_LinJ.35,Seq_1921_LinJ.35,,,,,,,,,,,,
Seq_1920_LinJ.35,Seq_1922_LinJ.35,Seq_1926_LinJ.35,Seq_1927_LinJ.35,Seq_1930_LinJ.35,Seq_1933_LinJ.35,Seq_1934_LinJ.35,,,,,,,,
Seq_1923_LinJ.35,,,,,,,,,,,,,,
Seq_1924_LinJ.35,Seq_1925_LinJ.35,Seq_1928_LinJ.35,Seq_1929_LinJ.35,,,,,,,,,,,
Seq_1931_LinJ.35,,,,,,,,,,,,,,
Seq_1932_LinJ.35,,,,,,,,,,,,,,
Seq_1935_LinJ.35,,,,,,,,,,,,,,
Seq_1936_LinJ.35,,,,,,,,,,,,,,
Seq_1937_LinJ.35,Seq_1940_LinJ.35,,,,,,,,,,,,,
Seq_1939_LinJ.35,Seq_1945_LinJ.35,,,,,,,,,,,,,
Seq_1941_LinJ.35,,,,,,,,,,,,,,
Seq_1942_LinJ.35,,,,,,,,,,,,,,
Seq_1946_LinJ.35,Seq_1948_LinJ.35,Seq_1950_LinJ.35,Seq_1951_LinJ.35,Seq_1952_LinJ.35,Seq_1953_LinJ.35,Seq_1954_LinJ.35,Seq_1956_LinJ.35,,,,,,,
Seq_1947_LinJ.35,Seq_1949_LinJ.35,,,,,,,,,,,,,
Seq_1955_LinJ.35,Seq_1961_LinJ.35,Seq_1962_LinJ.35,Seq_1963_LinJ.35,Seq_1964_LinJ.35,Seq_1965_LinJ.35,,,,,,,,,
Seq_1957_LinJ.35,,,,,,,,,,,,,,
Seq_1958_LinJ.35,Seq_1960_LinJ.35,Seq_1969_LinJ.35,Seq_1972_LinJ.35,,,,,,,,,,,
Seq_1959_LinJ.35,Seq_1973_LinJ.35,,,,,,,,,,,,,
Seq_1966_LinJ.35,Seq_1967_LinJ.35,,,,,,,,,,,,,
Seq_1968_LinJ.35,,,,,,,,,,,,,,
Seq_1970_LinJ.35,,,,,,,,,,,,,,
Seq_1971_LinJ.35,,,,,,,,,,,,,,
